[2025-06-05 23:52:33,562][INFO] step 0: train loss 4.6619, val loss 4.6648
[2025-06-05 23:52:33,568][INFO] Checkpoint saved to out/simple_graph_1_1_100_100/0_ckpt_20.pt
[2025-06-05 23:52:40,769][INFO] iter 220: loss 3.9289
[2025-06-05 23:52:40,794][INFO] iter 221: loss 3.9195
[2025-06-05 23:52:40,819][INFO] iter 222: loss 3.9157
[2025-06-05 23:52:40,843][INFO] iter 223: loss 3.9123
[2025-06-05 23:52:40,866][INFO] iter 224: loss 3.9039
[2025-06-05 23:52:40,890][INFO] iter 225: loss 3.9055
[2025-06-05 23:52:40,913][INFO] iter 226: loss 3.8976
[2025-06-05 23:52:40,936][INFO] iter 227: loss 3.8910
[2025-06-05 23:52:40,960][INFO] iter 228: loss 3.8911
[2025-06-05 23:52:40,984][INFO] iter 229: loss 3.8849
[2025-06-05 23:52:41,007][INFO] iter 230: loss 3.8870
[2025-06-05 23:52:41,029][INFO] iter 231: loss 3.8710
[2025-06-05 23:52:41,051][INFO] iter 232: loss 3.8729
[2025-06-05 23:52:41,073][INFO] iter 233: loss 3.8687
[2025-06-05 23:52:41,140][INFO] iter 234: loss 3.8648
[2025-06-05 23:52:41,162][INFO] iter 235: loss 3.8605
[2025-06-05 23:52:41,183][INFO] iter 236: loss 3.8561
[2025-06-05 23:52:41,205][INFO] iter 237: loss 3.8456
[2025-06-05 23:52:41,227][INFO] iter 238: loss 3.8503
[2025-06-05 23:52:41,249][INFO] iter 239: loss 3.8342
[2025-06-05 23:52:41,270][INFO] iter 240: loss 3.8354
[2025-06-05 23:52:41,298][INFO] iter 241: loss 3.8307
[2025-06-05 23:52:41,325][INFO] iter 242: loss 3.8206
[2025-06-05 23:52:41,353][INFO] iter 243: loss 3.8265
[2025-06-05 23:52:41,379][INFO] iter 244: loss 3.8156
[2025-06-05 23:52:41,404][INFO] iter 245: loss 3.8032
[2025-06-05 23:52:41,430][INFO] iter 246: loss 3.8059
[2025-06-05 23:52:41,454][INFO] iter 247: loss 3.8011
[2025-06-05 23:52:41,478][INFO] iter 248: loss 3.7923
[2025-06-05 23:52:41,502][INFO] iter 249: loss 3.7914
[2025-06-05 23:52:41,526][INFO] iter 250: loss 3.7911
[2025-06-05 23:52:41,550][INFO] iter 251: loss 3.7796
[2025-06-05 23:52:41,572][INFO] iter 252: loss 3.7766
[2025-06-05 23:52:41,596][INFO] iter 253: loss 3.7777
[2025-06-05 23:52:41,619][INFO] iter 254: loss 3.7721
[2025-06-05 23:52:41,642][INFO] iter 255: loss 3.7547
[2025-06-05 23:52:41,664][INFO] iter 256: loss 3.7601
[2025-06-05 23:52:41,686][INFO] iter 257: loss 3.7513
[2025-06-05 23:52:41,708][INFO] iter 258: loss 3.7485
[2025-06-05 23:52:41,730][INFO] iter 259: loss 3.7417
[2025-06-05 23:52:41,752][INFO] iter 260: loss 3.7344
[2025-06-05 23:52:41,773][INFO] iter 261: loss 3.7306
[2025-06-05 23:52:41,795][INFO] iter 262: loss 3.7261
[2025-06-05 23:52:41,817][INFO] iter 263: loss 3.7218
[2025-06-05 23:52:41,839][INFO] iter 264: loss 3.7145
[2025-06-05 23:52:41,861][INFO] iter 265: loss 3.7070
[2025-06-05 23:52:41,883][INFO] iter 266: loss 3.7124
[2025-06-05 23:52:41,985][INFO] iter 267: loss 3.6972
[2025-06-05 23:52:42,011][INFO] iter 268: loss 3.6947
[2025-06-05 23:52:42,037][INFO] iter 269: loss 3.6849
[2025-06-05 23:52:42,062][INFO] iter 270: loss 3.6893
[2025-06-05 23:52:42,087][INFO] iter 271: loss 3.6798
[2025-06-05 23:52:42,112][INFO] iter 272: loss 3.6844
[2025-06-05 23:52:42,138][INFO] iter 273: loss 3.6805
[2025-06-05 23:52:42,162][INFO] iter 274: loss 3.6555
[2025-06-05 23:52:42,187][INFO] iter 275: loss 3.6667
[2025-06-05 23:52:42,212][INFO] iter 276: loss 3.6539
[2025-06-05 23:52:42,235][INFO] iter 277: loss 3.6641
[2025-06-05 23:52:42,258][INFO] iter 278: loss 3.6503
[2025-06-05 23:52:42,282][INFO] iter 279: loss 3.6433
[2025-06-05 23:52:42,304][INFO] iter 280: loss 3.6365
[2025-06-05 23:52:42,327][INFO] iter 281: loss 3.6256
[2025-06-05 23:52:42,349][INFO] iter 282: loss 3.6331
[2025-06-05 23:52:42,371][INFO] iter 283: loss 3.6240
[2025-06-05 23:52:42,393][INFO] iter 284: loss 3.6215
[2025-06-05 23:52:42,414][INFO] iter 285: loss 3.6121
[2025-06-05 23:52:42,436][INFO] iter 286: loss 3.6078
[2025-06-05 23:52:42,458][INFO] iter 287: loss 3.6045
[2025-06-05 23:52:42,480][INFO] iter 288: loss 3.5965
[2025-06-05 23:52:42,503][INFO] iter 289: loss 3.5936
[2025-06-05 23:52:42,531][INFO] iter 290: loss 3.5843
[2025-06-05 23:52:42,558][INFO] iter 291: loss 3.5852
[2025-06-05 23:52:42,585][INFO] iter 292: loss 3.5771
[2025-06-05 23:52:42,610][INFO] iter 293: loss 3.5792
[2025-06-05 23:52:42,635][INFO] iter 294: loss 3.5789
[2025-06-05 23:52:42,658][INFO] iter 295: loss 3.5693
[2025-06-05 23:52:42,681][INFO] iter 296: loss 3.5496
[2025-06-05 23:52:42,705][INFO] iter 297: loss 3.5457
[2025-06-05 23:52:42,729][INFO] iter 298: loss 3.5483
[2025-06-05 23:52:42,752][INFO] iter 299: loss 3.5368
[2025-06-05 23:52:43,278][INFO] Iteration 300: Teacher Forcing Accuracy = 0.1133, Autoregressive (Lenient) Accuracy = 0.0000
[2025-06-05 23:52:43,278][INFO]     Error counts - wrong syntax: 288, incorrect start/end: 9705, non-existence path: 7
[2025-06-05 23:52:43,302][INFO] iter 300: loss 3.5431
[2025-06-05 23:52:43,392][INFO] iter 301: loss 3.5397
[2025-06-05 23:52:43,416][INFO] iter 302: loss 3.5232
[2025-06-05 23:52:43,440][INFO] iter 303: loss 3.5192
[2025-06-05 23:52:43,464][INFO] iter 304: loss 3.5137
[2025-06-05 23:52:43,488][INFO] iter 305: loss 3.5089
[2025-06-05 23:52:43,512][INFO] iter 306: loss 3.4996
[2025-06-05 23:52:43,535][INFO] iter 307: loss 3.4957
[2025-06-05 23:52:43,558][INFO] iter 308: loss 3.4986
[2025-06-05 23:52:43,580][INFO] iter 309: loss 3.4986
[2025-06-05 23:52:43,603][INFO] iter 310: loss 3.5008
[2025-06-05 23:52:43,625][INFO] iter 311: loss 3.4883
[2025-06-05 23:52:43,647][INFO] iter 312: loss 3.4766
[2025-06-05 23:52:43,669][INFO] iter 313: loss 3.4607
[2025-06-05 23:52:43,691][INFO] iter 314: loss 3.4645
[2025-06-05 23:52:43,712][INFO] iter 315: loss 3.4605
[2025-06-05 23:52:43,738][INFO] iter 316: loss 3.4500
[2025-06-05 23:52:43,766][INFO] iter 317: loss 3.4554
[2025-06-05 23:52:43,793][INFO] iter 318: loss 3.4437
[2025-06-05 23:52:43,819][INFO] iter 319: loss 3.4351
[2025-06-05 23:52:43,845][INFO] iter 320: loss 3.4315
[2025-06-05 23:52:43,870][INFO] iter 321: loss 3.4247
[2025-06-05 23:52:43,895][INFO] iter 322: loss 3.4140
[2025-06-05 23:52:43,919][INFO] iter 323: loss 3.4233
[2025-06-05 23:52:43,944][INFO] iter 324: loss 3.4107
[2025-06-05 23:52:43,968][INFO] iter 325: loss 3.4200
[2025-06-05 23:52:43,990][INFO] iter 326: loss 3.4005
[2025-06-05 23:52:44,012][INFO] iter 327: loss 3.4060
[2025-06-05 23:52:44,035][INFO] iter 328: loss 3.3973
[2025-06-05 23:52:44,057][INFO] iter 329: loss 3.3874
[2025-06-05 23:52:44,080][INFO] iter 330: loss 3.3860
[2025-06-05 23:52:44,102][INFO] iter 331: loss 3.3788
[2025-06-05 23:52:44,124][INFO] iter 332: loss 3.3807
[2025-06-05 23:52:44,146][INFO] iter 333: loss 3.3720
[2025-06-05 23:52:44,168][INFO] iter 334: loss 3.3704
[2025-06-05 23:52:44,240][INFO] iter 335: loss 3.3559
[2025-06-05 23:52:44,263][INFO] iter 336: loss 3.3514
[2025-06-05 23:52:44,286][INFO] iter 337: loss 3.3386
[2025-06-05 23:52:44,308][INFO] iter 338: loss 3.3523
[2025-06-05 23:52:44,331][INFO] iter 339: loss 3.3388
[2025-06-05 23:52:44,358][INFO] iter 340: loss 3.3354
[2025-06-05 23:52:44,384][INFO] iter 341: loss 3.3253
[2025-06-05 23:52:44,410][INFO] iter 342: loss 3.3140
[2025-06-05 23:52:44,435][INFO] iter 343: loss 3.3040
[2025-06-05 23:52:44,459][INFO] iter 344: loss 3.3103
[2025-06-05 23:52:44,482][INFO] iter 345: loss 3.3128
[2025-06-05 23:52:44,506][INFO] iter 346: loss 3.3072
[2025-06-05 23:52:44,529][INFO] iter 347: loss 3.2982
[2025-06-05 23:52:44,553][INFO] iter 348: loss 3.2940
[2025-06-05 23:52:44,575][INFO] iter 349: loss 3.2935
[2025-06-05 23:52:44,598][INFO] iter 350: loss 3.2749
[2025-06-05 23:52:44,621][INFO] iter 351: loss 3.2666
[2025-06-05 23:52:44,644][INFO] iter 352: loss 3.2728
[2025-06-05 23:52:44,667][INFO] iter 353: loss 3.2581
[2025-06-05 23:52:44,689][INFO] iter 354: loss 3.2606
[2025-06-05 23:52:44,712][INFO] iter 355: loss 3.2541
[2025-06-05 23:52:44,736][INFO] iter 356: loss 3.2522
[2025-06-05 23:52:44,757][INFO] iter 357: loss 3.2304
[2025-06-05 23:52:44,779][INFO] iter 358: loss 3.2318
[2025-06-05 23:52:44,803][INFO] iter 359: loss 3.2351
[2025-06-05 23:52:44,825][INFO] iter 360: loss 3.2255
[2025-06-05 23:52:44,847][INFO] iter 361: loss 3.2302
[2025-06-05 23:52:44,869][INFO] iter 362: loss 3.2224
[2025-06-05 23:52:44,890][INFO] iter 363: loss 3.2195
[2025-06-05 23:52:44,912][INFO] iter 364: loss 3.2203
[2025-06-05 23:52:44,934][INFO] iter 365: loss 3.1997
[2025-06-05 23:52:44,959][INFO] iter 366: loss 3.1922
[2025-06-05 23:52:44,987][INFO] iter 367: loss 3.1952
[2025-06-05 23:52:45,088][INFO] iter 368: loss 3.1815
[2025-06-05 23:52:45,111][INFO] iter 369: loss 3.1838
[2025-06-05 23:52:45,136][INFO] iter 370: loss 3.1861
[2025-06-05 23:52:45,159][INFO] iter 371: loss 3.1722
[2025-06-05 23:52:45,181][INFO] iter 372: loss 3.1734
[2025-06-05 23:52:45,204][INFO] iter 373: loss 3.1574
[2025-06-05 23:52:45,227][INFO] iter 374: loss 3.1573
[2025-06-05 23:52:45,250][INFO] iter 375: loss 3.1549
[2025-06-05 23:52:45,273][INFO] iter 376: loss 3.1409
[2025-06-05 23:52:45,295][INFO] iter 377: loss 3.1450
[2025-06-05 23:52:45,318][INFO] iter 378: loss 3.1388
[2025-06-05 23:52:45,341][INFO] iter 379: loss 3.1344
[2025-06-05 23:52:45,363][INFO] iter 380: loss 3.1239
[2025-06-05 23:52:45,385][INFO] iter 381: loss 3.1297
[2025-06-05 23:52:45,407][INFO] iter 382: loss 3.1143
[2025-06-05 23:52:45,430][INFO] iter 383: loss 3.1056
[2025-06-05 23:52:45,452][INFO] iter 384: loss 3.1089
[2025-06-05 23:52:45,473][INFO] iter 385: loss 3.0935
[2025-06-05 23:52:45,496][INFO] iter 386: loss 3.1002
[2025-06-05 23:52:45,518][INFO] iter 387: loss 3.0901
[2025-06-05 23:52:45,539][INFO] iter 388: loss 3.0805
[2025-06-05 23:52:45,561][INFO] iter 389: loss 3.0955
[2025-06-05 23:52:45,588][INFO] iter 390: loss 3.0781
[2025-06-05 23:52:45,616][INFO] iter 391: loss 3.0784
[2025-06-05 23:52:45,643][INFO] iter 392: loss 3.0614
[2025-06-05 23:52:45,668][INFO] iter 393: loss 3.0675
[2025-06-05 23:52:45,692][INFO] iter 394: loss 3.0508
[2025-06-05 23:52:45,716][INFO] iter 395: loss 3.0561
[2025-06-05 23:52:45,739][INFO] iter 396: loss 3.0449
[2025-06-05 23:52:45,763][INFO] iter 397: loss 3.0407
[2025-06-05 23:52:45,786][INFO] iter 398: loss 3.0331
[2025-06-05 23:52:45,808][INFO] iter 399: loss 3.0300
[2025-06-05 23:52:46,319][INFO] Iteration 400: Teacher Forcing Accuracy = 0.1191, Autoregressive (Lenient) Accuracy = 0.0000
